2019-02-14 10:12:02,b'RT @relatewithmeuk: Relate with me tv\nA channel that impacts lives!\n\nWatch now at \nhttps://t.co/9v3NZmzPLM\n\n#skintbritain #abstract #access\xe2\x80\xa6'
2019-02-14 10:12:00,b'How do we navigate #AI governance? A fruitful discussion on AI ethics in Canada compared to the work on ethics by o\xe2\x80\xa6 https://t.co/fj0RQCk2xB'
2019-02-14 10:11:59,b'RT @FrRonconi: Self Synchronizing Intelligent #Drones Take #ArtificialInteligence to a Whole New Level \nvia @HeinzVHoenen @WearableGuru\n\n#R\xe2\x80\xa6'
2019-02-14 10:11:58,"b'Then I may avoid the charity buckets, emails spams &amp; constant flyers in my face, plus feudalism over a black face o\xe2\x80\xa6 https://t.co/LLV6ZS4eKe'"
2019-02-14 10:11:58,"b'RT @IBMWatson: ""There\xe2\x80\x99s no AI without IA \xe2\x80\x93 information architecture. Every client has to go along the journey of the #AI ladder, from how y\xe2\x80\xa6'"
2019-02-14 10:11:57,"b'RT @AstroLabsME: Begin your journey in #DeepLearning #MachineLearning #AI and #DataScience \xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\xf0\x9f\x9a\x80Join our intensive bootcamp! No theory, just\xe2\x80\xa6'"
2019-02-14 10:11:54,"b'RT @EricTopol: One of the most impressive aspects of #AI in medicine is the ability for machines, via deep neural network training, to see\xe2\x80\xa6'"
2019-02-14 10:11:49,b'RT @Burzumel1: #Peculium AIEVE #Roadmap Update - Live #AMA!!\n\n \xe2\x9e\xa1\xef\xb8\x8fhttps://t.co/L6foMnJ5j7\n\n#pcl #aieve #crypto #update #eth #btc #AI #Machin\xe2\x80\xa6'
2019-02-14 10:11:49,"b'RT @IBMIoT: Within 5 years, farmers, grocers, and cooks will detect dangerous contaminants in food with #AI and cellphone sensors \xe2\x80\x94 anywher\xe2\x80\xa6'"
2019-02-14 10:11:44,"b""RT @SandyCEWright: Due to high demand, we've moved the upcoming @RoySocMed 'Recent Developments in Digital Health &amp; #AI' event into a large\xe2\x80\xa6"""
2019-02-14 10:11:43,b'RT @AIPL_IIOT: #Industry40 enables the digital transformation of supply chains\n\nvia @Deloitte\n\n#IoT #DL #DataScience #MachineLearning #Deep\xe2\x80\xa6'
2019-02-14 10:11:35,"b""My colleague @thinkovation saw #IBM #ProjectDebater in action on Monday. Here's his report. #AI https://t.co/lro4Bf1Le2"""
2019-02-14 10:11:28,b'I am so impressed! You can refresh https://t.co/v64tV9k2fx all you want and it\xe2\x80\x99s going to keep spitting out the eer\xe2\x80\xa6 https://t.co/p7lTMgVQfB'
2019-02-14 10:11:27,b'RT @Burzumel1: #Peculium AIEVE #Roadmap Update - Live #AMA!!\n\n \xe2\x9e\xa1\xef\xb8\x8fhttps://t.co/L6foMnJ5j7\n\n#pcl #aieve #crypto #update #eth #btc #AI #Machin\xe2\x80\xa6'
2019-02-14 10:11:18,b'A new ELF OpenGo bot and analysis of historical Go games. \xe2\x9a\xab\xef\xb8\x8f\xe2\x9a\xaa\xef\xb8\x8f\xe2\x9a\xab\xef\xb8\x8f\xe2\x9a\xaa\xef\xb8\x8f\n@facebookai shared new features &amp; research resul\xe2\x80\xa6 https://t.co/eqgVfW7G6t'
2019-02-14 10:11:18,b'RT @GCPanel: 21 CFR PART 11: Complete Manual for Compliance Success https://t.co/M9KN1txx3Q\n#MI #ML #AI #IoT\xe2\x80\xa6 https://t.co/n3uUffozMb'
2019-02-14 10:11:15,"b'RT @EricTopol: One of the most impressive aspects of #AI in medicine is the ability for machines, via deep neural network training, to see\xe2\x80\xa6'"
2019-02-14 10:11:14,"b'RT @rutgervz: FORBES about upcoming @OdysseyHack Hackathon, April 11-15, The Netherlands. Comments from Dutch State Secretary @MinBZK @Raym\xe2\x80\xa6'"
2019-02-14 10:11:09,"b'RT @WorldTrendsInfo: 12 Facts you need to know about #IoT, its usage and implications #Infographic #IIoT #CyberSecurity #BigData #infosec #\xe2\x80\xa6'"
2019-02-14 10:11:07,"b'RT @evopricing: #Pricing #algorithms are terrible for #consumers. Researchers say the #AI can unwittingly learn to collude, drive #prices u\xe2\x80\xa6'"
2019-02-14 10:11:06,"b""NDP announces $100 million to support Alberta's artificial intelligence sector - Calgary Herald\xe2\x80\xa6 https://t.co/1hCvviMRoO"""
2019-02-14 10:11:05,"b'RT @cloud28plus: How is #ArtificialIntelligence disrupting human capital in the economy? Part2 via Antoine Bruel, Head of Growth, Brainciti\xe2\x80\xa6'"
2019-02-14 10:11:05,b'RT @Paula_Piccard: World\xe2\x80\x99s first gaming #robot \n#AI #Robotics #IoT #edutech #tech\n\n@evankirstel @jblefevre60 @Fisher85M @HaroldSinnott @Wor\xe2\x80\xa6'
2019-02-14 10:11:05,b'Take 1 minute to watch this. This is when #AI will replace humans at creative tasks #ArtificialIntelligence https://t.co/uhBZCbSWGS'
2019-02-14 10:11:03,b'RT @relatewithmeuk: Relate with me tv\nA channel that impacts lives!\n\nWatch now at \nhttps://t.co/9v3NZmzPLM\n\n#skintbritain #abstract #access\xe2\x80\xa6'
2019-02-14 10:11:03,b'RT @Ronald_vanLoon: The #Robot that teaches kids to code\nvia @futurism |\n\n#AI #ArtificialIntelligence #MachineLearning #ML #DeepLearning #D\xe2\x80\xa6'
2019-02-14 10:11:02,"b'12 AI startups that will boom in 2019, according to VCs https://t.co/oig2JEkBPU #Innovation #AI #startups #VCs https://t.co/46qovJ3zMg'"
2019-02-14 10:11:00,"b""Can we trust AI if we don't know how it works? #AI https://t.co/r3ZNJwf3uE https://t.co/pKYi6ZIgpH"""
2019-02-14 10:10:59,b'RT @jenipherzjw: Open location platform is unlocking the potential of integrated smart #technologies and unleashing the values of #IoT and\xe2\x80\xa6'
2019-02-14 10:10:55,"b'Highly readable. A former Googler commenting on the recent #AI change at YouTube, altering the way the #recommender\xe2\x80\xa6 https://t.co/6X5UGujuiT'"
2019-02-14 10:10:55,"b'RT @rutgervz: FORBES about upcoming @OdysseyHack Hackathon, April 11-15, The Netherlands. Comments from Dutch State Secretary @MinBZK @Raym\xe2\x80\xa6'"
2019-02-14 10:10:50,"b'DIPEX Talk on ""Internet of Things - Industrial Applications"" at Vidya Pratisthan\'s Kamalnayan Bajaj Institute of En\xe2\x80\xa6 https://t.co/6xYmZZlugg'"
2019-02-14 10:10:45,"b""RT @HarbRimah: 4 ways #AI is tackling the world's biggest problems &gt;&gt; @wef via @MikeQuindazzi &gt;&gt; #Robots #MachineLearning #DeepLearning #He\xe2\x80\xa6"""
2019-02-14 10:10:44,"b'RT @rutgervz: FORBES about upcoming @OdysseyHack Hackathon, April 11-15, The Netherlands. Comments from Dutch State Secretary @MinBZK @Raym\xe2\x80\xa6'"
2019-02-14 10:10:41,"b'RT @danishh1992: Ready for Chatbots, Healthcare Marketers?\nFull Report @ https://t.co/EiR5lGrfP9\n#healthcare #ehealth #mhealth #AI #ML #Mac\xe2\x80\xa6'"
2019-02-14 10:10:41,"b'RT @MPI_Meteo: Artificial intelligence can help to better understand climate and the Earth system, shows new study in @nature co-authored b\xe2\x80\xa6'"
2019-02-14 10:10:35,"b""RT @EPFL_Park: How Switzerland's #AI &amp; #drone #research is helping to protect black rhinos and other animals in the Savannah \xe2\x80\x94 with help fr\xe2\x80\xa6"""
2019-02-14 10:10:34,b'RT @acrossio: We are thrilled to be named to the .@constellationr ShortList\xe2\x84\xa2 for Augmented Meeting Services 2019Q1!\nReady to empower compan\xe2\x80\xa6'
2019-02-14 10:10:33,"b'RT @rutgervz: FORBES about upcoming @OdysseyHack Hackathon, April 11-15, The Netherlands. Comments from Dutch State Secretary @MinBZK @Raym\xe2\x80\xa6'"
2019-02-14 10:10:33,b'RT @aconnectEffect: AI #projects could #influence and perhaps enhance the role of the #pharma industry to advance #healthcare #digitalhealt\xe2\x80\xa6'
2019-02-14 10:10:31,b'RT @mAErkulez: The combination between #crypto mass adoption and solving an elementary problem for #humanity.\n\n$MTC | https://t.co/qnhkl663\xe2\x80\xa6'
2019-02-14 10:10:26,b'RT @AdditionRecruit: #AI tech in healthcare has so many opportunities. Its really interesting to see whats going to happen in the next 5 ye\xe2\x80\xa6'
2019-02-14 10:10:26,b'RT @TamaraMcCleary: Blowing my mind about what #robots are doing now! #Think2019 #AI https://t.co/Xu4kBHqbBt'
2019-02-14 10:10:22,b'RT @alvinfoo: 14 technologies of next decade:\n\n#AI #IoT #blockchain #AutonomousVehicles #robotics #VR #AR #quantumcomputing #5G #VoiceFirst\xe2\x80\xa6'
2019-02-14 10:10:20,"b'Surprise, surprise you #MSM #kneegropeon talking bobbleheads, #Window98Editions...its called #AI. #ADOS Intelligenc\xe2\x80\xa6 https://t.co/zT7CIylK7B'"
2019-02-14 10:10:17,b'RT @mAErkulez: The combination between #crypto mass adoption and solving an elementary problem for #humanity.\n\n$MTC | https://t.co/qnhkl663\xe2\x80\xa6'
2019-02-14 10:10:15,b'RT @sallyeaves: Excellent read - Insightful #research from @Genpact mapping the progress and challenges of #AI adoption \xf0\x9f\x8c\x8e https://t.co/oBGY\xe2\x80\xa6'
2019-02-14 10:10:14,b'RT @InvestLCR: NEWS: @rogermarshOBE welcomes #AI firm @InsightsScaled  as AI firm launches UK HQ in #LeedsCityRegion \xf0\x9f\x87\xac\xf0\x9f\x87\xa7 \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6 \xf0\x9f\x9a\x80 https://t.co/n\xe2\x80\xa6'
2019-02-14 10:10:07,"b'RT @danishh1992: Ready for Chatbots, Healthcare Marketers?\nFull Report @ https://t.co/EiR5lGrfP9\n#healthcare #ehealth #mhealth #AI #ML #Mac\xe2\x80\xa6'"
